"Year","est","lwr","upr","log_est","se","type","effort","replicate"
2007,5741989.43921363,3937929.81869674,8372531.8220507,15.563316300444,0.192427303234423,"index",0.1,10
2008,7674208.85706809,5172151.82624151,11386649.8046518,15.8533757656121,0.201318184854225,"index",0.1,10
2009,5819418.94518994,4008522.00626987,8448409.86445008,15.5767109771273,0.190196261623279,"index",0.1,10
2010,5984571.59605584,4063275.40987713,8814341.5288213,15.6046953148059,0.197552281740733,"index",0.1,10
2011,4691417.2632299,3153910.70490744,6978446.12515037,15.3612452830947,0.202601451771386,"index",0.1,10
2012,5066577.90951041,3444941.76617318,7451566.22535735,15.4381761791352,0.196819239414302,"index",0.1,10
2013,5329183.61092704,3600767.37563239,7887262.62939592,15.4887086157289,0.200029734328012,"index",0.1,10
2014,6159261.3896019,4235134.15127021,8957567.69689642,15.6334674240352,0.191096298002263,"index",0.1,10
2015,6085906.38679212,4243609.12227403,8728008.51388246,15.6214862275909,0.183963357089965,"index",0.1,10
2016,6279847.03916532,4260931.8094967,9255364.92919643,15.6528561813269,0.19789024463513,"index",0.1,10
2017,7687600.269111,5271566.67895851,11210936.2352429,15.8551192341482,0.192493881648599,"index",0.1,10
2018,8087308.36930144,5453993.90629186,11992047.9897715,15.9058065228338,0.200997467731906,"index",0.1,10
2019,6603320.09841863,4175070.41938864,10443856.4963329,15.7030831257268,0.233902942247213,"index",0.1,10
2021,7386316.77772998,5041378.30553112,10821976.1014796,15.8151397624175,0.194875869888476,"index",0.1,10
2022,10038752.0245596,6773298.64531882,14878502.7041807,16.1219633641593,0.200750930390309,"index",0.1,10
2023,8119083.56046457,5542186.59028755,11894135.426138,15.9097278437567,0.194813871340275,"index",0.1,10
2024,7947282.55798986,5528828.71529926,11423631.1719617,15.8883406115929,0.185133027413828,"index",0.1,10
2003,8013413.01352491,5296562.88156252,12123860.2394137,15.8966273223653,0.211258303926574,"index",0.1,2
2004,8334625.48675103,5346163.06251676,12993614.5216824,15.9359291405542,0.226554909712989,"index",0.1,2
2005,7439865.78220654,5075849.11459101,10904895.2416915,15.8223633666205,0.195084699269892,"index",0.1,2
2006,8317046.13037286,5628417.570843,12290000.7798088,15.9338177173514,0.199227552506874,"index",0.1,2
2007,6887400.19597449,4662693.40699884,10173579.3711648,15.7452042417357,0.199034482952255,"index",0.1,2
2008,6207264.35133038,4185081.83288611,9206541.77524789,15.6412308337156,0.201123092696982,"index",0.1,2
2009,6473064.27356883,4418132.73542602,9483771.44801037,15.6831601669653,0.194867080840759,"index",0.1,2
2010,5102762.85959976,3473193.5658916,7496901.1393485,15.4452926881844,0.196283006500903,"index",0.1,2
2011,4476580.45009034,3030214.51462602,6613318.10979209,15.3143700205447,0.199098581268263,"index",0.1,2
2012,5408218.90806744,3692354.3510235,7921458.49963468,15.5034303744485,0.194725785469837,"index",0.1,2
2013,6519084.76608749,4391912.37575702,9676528.70809126,15.6902445507501,0.201518621142072,"index",0.1,2
2014,5831780.01220529,3891772.03004574,8738861.84704335,15.5788328311439,0.206359753417867,"index",0.1,2
2015,5254477.35138639,3623381.5075651,7619824.79034786,15.4745910999514,0.18963248150787,"index",0.1,2
2016,6289809.89454809,4355378.64668433,9083414.2605885,15.6544414047776,0.187513289993924,"index",0.1,2
2017,6135366.53244737,4245589.43958362,8866312.44569115,15.6295803788327,0.187855061941566,"index",0.1,2
2018,5939238.10465816,4004091.0926096,8809627.06591018,15.5970914179031,0.201158925088687,"index",0.1,2
2019,5820164.05323222,3644241.53348294,9295297.60728061,15.5768390071509,0.238871832933647,"index",0.1,2
2021,6772142.22062888,4638856.7651702,9886468.27829822,15.7283280232888,0.193039014617492,"index",0.1,2
2022,8418749.29524094,5681902.246589,12473875.2305477,15.9459718354278,0.20060327706561,"index",0.1,2
2023,8198241.03915828,5629592.18800038,11938903.1907855,15.9194301818048,0.19178037086461,"index",0.1,2
2024,6488410.06300772,4488656.76273374,9379078.72467841,15.6855280760797,0.187995302975069,"index",0.1,2
2003,8968192.52264122,5752539.28683531,13981386.8472343,16.009194711238,0.226556602237838,"index",0.1,3
2004,8432348.86166527,5407681.26638375,13148797.7604821,15.9475859224446,0.226664861400403,"index",0.1,3
2005,9675357.35952663,6385154.60033438,14660966.8667449,16.0850927325832,0.212048014991188,"index",0.1,3
2006,7770978.54764159,5186486.41313683,11643355.9789049,15.8659066536216,0.206299515001142,"index",0.1,3
2007,6501424.97792065,4347551.02154072,9722376.23758833,15.6875319382115,0.205314322308648,"index",0.1,3
2008,9808850.01326399,6477010.18253655,14854622.0974181,16.0987955987031,0.211751864680169,"index",0.1,3
2009,6652376.85462469,4410625.10042792,10033525.1372085,15.7104847705202,0.209676193162212,"index",0.1,3
2010,5062562.06646116,3420028.18798385,7493954.22143595,15.4373832503635,0.200117911528956,"index",0.1,3
2011,4677552.85017001,3151103.59278022,6943440.61434974,15.3582856358736,0.201545713406201,"index",0.1,3
2012,4701113.98052786,3076715.13241338,7183139.06447973,15.3633100557297,0.216298354820014,"index",0.1,3
2013,6037536.30453842,3871803.53534436,9414693.77148481,15.613506590099,0.226675391665763,"index",0.1,3
2014,5630746.94029114,3764438.81853431,8422320.73197634,15.5437526627707,0.20543403349351,"index",0.1,3
2015,5890304.80555893,3954612.88426255,8773473.33805106,15.5888183039592,0.203281811703671,"index",0.1,3
2016,6186304.28616382,4102956.47920116,9327508.32601082,15.6378484205039,0.209508980492799,"index",0.1,3
2017,8421537.83617042,5665315.73388402,12518684.3694989,15.946303010417,0.202263831639889,"index",0.1,3
2018,8179119.39215633,5495490.96313538,12173251.5765943,15.9170950490132,0.202889728113309,"index",0.1,3
2019,7510031.8192842,4715577.85534313,11960480.6996782,15.8317502606533,0.237437137099089,"index",0.1,3
2021,6865529.96766758,4585929.53796572,10278287.3890056,15.7420237926995,0.205881545883388,"index",0.1,3
2022,10134458.2671983,6788163.66214712,15130342.9736544,16.1314518847572,0.204473588475077,"index",0.1,3
2023,9264209.96176047,6205832.43821405,13829826.5494712,16.0416691428041,0.204426725339899,"index",0.1,3
2024,4905480.3606955,3313727.0961318,7261834.44534689,15.40586357905,0.200146256436267,"index",0.1,3
2003,6999915.07479845,4445707.38468267,11021600.5720961,15.7614085747743,0.23161600030703,"index",0.1,4
2004,8363888.94454103,5293314.40546399,13215659.0215773,15.9394340616497,0.233411897332523,"index",0.1,4
2005,6186730.35652344,4069583.13647513,9405295.63366557,15.6379172912979,0.213711152806488,"index",0.1,4
2006,7068329.47101817,4631699.26530076,10786814.654647,15.7711347257974,0.215667409430786,"index",0.1,4
2007,5992952.52818596,4014647.54651493,8946110.35936847,15.6060947581985,0.204409185081733,"index",0.1,4
2008,3756729.25771274,2490023.71579211,5667823.41318601,15.1390592585345,0.209828583059914,"index",0.1,4
2009,8697217.95648366,5700944.04681736,13268258.6535488,15.978513757369,0.215499580278541,"index",0.1,4
2010,3802185.16981796,2532496.05559616,5708444.06001672,15.1510865041107,0.207335721332741,"index",0.1,4
2011,6020960.71282877,3994225.18077165,9076095.17859583,15.610757391401,0.209390184466142,"index",0.1,4
2012,3411552.94206707,2259862.42063433,5150177.89147514,15.0426781538237,0.210138381879686,"index",0.1,4
2013,4720417.48078046,3105062.3534457,7176133.24838095,15.3674078029682,0.213709767883009,"index",0.1,4
2014,5033816.48490492,3392632.06719425,7468923.2141393,15.4316889988887,0.201316148103758,"index",0.1,4
2015,4032202.01677096,2741344.46147499,5930904.82883123,15.209823190844,0.196873083636607,"index",0.1,4
2016,6107993.3765532,4104928.17096837,9088486.21319888,15.6251088609313,0.202763959586745,"index",0.1,4
2017,6017186.99037706,3998682.97150404,9054616.11615198,15.6101304307309,0.208501189925524,"index",0.1,4
2018,7942315.19416078,5233119.39087695,12054066.7872717,15.8877153768867,0.21285966481366,"index",0.1,4
2019,6000066.46663927,3344834.42125256,10763103.0628439,15.6072811049042,0.298144945298553,"index",0.1,4
2021,6086174.79128728,4009514.42043659,9238406.37691671,15.6215303292513,0.212937397193645,"index",0.1,4
2022,8342255.90469559,5520452.88255553,12606435.5696869,15.9368442299283,0.21065375402603,"index",0.1,4
2023,7540794.20868248,5034705.17346912,11294321.184356,15.8358380671535,0.206112226213296,"index",0.1,4
2024,6180833.1813404,4086741.30073092,9347961.12705392,15.6369636393337,0.21107794844085,"index",0.1,4
2003,7398395.67765663,4369040.24631131,12528211.1212825,15.8167737343531,0.268739537474418,"index",0.1,5
2004,5389631.59521378,3252147.54310921,8931983.66527836,15.4999875908672,0.257740181080573,"index",0.1,5
2005,7993669.03387269,5219260.58991588,12242873.0128083,15.894160415579,0.217500994180207,"index",0.1,5
2006,7205562.58829396,4788581.04117499,10842487.9452561,15.7903638674062,0.208483002087378,"index",0.1,5
2007,7421158.70030468,4887929.35649349,11267265.2238609,15.8198457620227,0.213048014159015,"index",0.1,5
2008,7743923.15425094,5074242.64812158,11818186.4718558,15.8624189846263,0.21568311872157,"index",0.1,5
2009,4568495.76280781,3019240.7427443,6912715.91540008,15.3346945539404,0.211319498293025,"index",0.1,5
2010,4713790.64764764,3127233.74474164,7105264.29538964,15.3660029507257,0.209362809643004,"index",0.1,5
2011,5174795.95799319,3480108.74071651,7694734.61951345,15.4593104679313,0.202420234486899,"index",0.1,5
2012,6053588.7530353,4012869.41053135,9132103.00208179,15.6161618364638,0.209771573658624,"index",0.1,5
2013,9412607.3983985,5680595.36436271,15596459.9401327,16.0575605612136,0.2576547132106,"index",0.1,5
2014,5190533.32642594,3445141.07739423,7820183.73340924,15.4623470102529,0.20912200456051,"index",0.1,5
2015,6649368.79451865,4440502.61339171,9957004.69405805,15.7100324900095,0.20600090816888,"index",0.1,5
2016,5887784.9302768,4028396.11726031,8605412.7687847,15.5883904119365,0.193631896308312,"index",0.1,5
2017,6617215.00636645,4446480.11592595,9847684.75263109,15.7051851454943,0.20284137497773,"index",0.1,5
2018,6601150.65616893,4538701.12054092,9600806.22807042,15.7027545336447,0.191127543318448,"index",0.1,5
2019,5548484.9486178,3374446.37511197,9123181.05040761,15.5290354662252,0.253725904311702,"index",0.1,5
2021,5069402.96278764,3398171.80752639,7562550.64626263,15.4387336098142,0.204077968608639,"index",0.1,5
2022,6709632.82049373,4354651.19046053,10338181.0888705,15.7190547862127,0.22056513211493,"index",0.1,5
2023,7628063.00493097,4997840.79217526,11642496.7554581,15.8473445053604,0.215732520154757,"index",0.1,5
2024,8832712.60777722,5776788.42814446,13505222.3189428,15.9939727290016,0.216643918660704,"index",0.1,5
2003,6253744.83723835,4112346.39214177,9510221.35781625,15.6486910162377,0.213874692413163,"index",0.1,6
2004,9501640.39815414,5909205.22048477,15278056.335371,16.0669750151543,0.24232747082148,"index",0.1,6
2005,7180194.14424171,5022066.27019447,10265732.3052423,15.7868369802468,0.182393640126769,"index",0.1,6
2006,6447627.47358197,4455729.03045747,9329988.37090884,15.6792227875514,0.188534861745862,"index",0.1,6
2007,7395210.46904636,5196785.99904657,10523646.3251568,15.8163431147155,0.179999327610815,"index",0.1,6
2008,8298739.58911549,5770918.6317767,11933815.5954471,15.9316142045024,0.185346451912187,"index",0.1,6
2009,6774965.93604076,4750798.06522662,9661569.02573444,15.7287448968267,0.181085838309426,"index",0.1,6
2010,6101630.194568,4251473.12983814,8756939.04072288,15.6240665384511,0.184335243745947,"index",0.1,6
2011,4320184.07736898,3003903.67566764,6213245.32258986,15.2788085698146,0.185404092465896,"index",0.1,6
2012,3764337.92180073,2627599.84402584,5392845.49804066,15.1410825529692,0.183422335902299,"index",0.1,6
2013,7826890.76479868,5205501.59967235,11768360.4300394,15.8730758964865,0.208090187116923,"index",0.1,6
2014,4634179.83003478,3233151.58429851,6642318.53569609,15.3489697898755,0.183677787210008,"index",0.1,6
2015,4402271.43327127,3076414.08847443,6299540.05372752,15.2976312005195,0.182838043790047,"index",0.1,6
2016,5643007.57562616,3902248.75904369,8160303.57490023,15.5459277394324,0.188199473322888,"index",0.1,6
2017,5216722.11158103,3601836.33822809,7555643.02037286,15.4673798146439,0.18899604800951,"index",0.1,6
2018,7688885.67379618,5410155.77979492,10927404.92344,15.8552864251037,0.179338999431456,"index",0.1,6
2019,6381868.67091683,3694418.03009083,11024266.1770001,15.6689715075636,0.27890201754772,"index",0.1,6
2021,5240175.74580244,3726369.98257254,7368952.08348025,15.4718655950101,0.173942212694578,"index",0.1,6
2022,8794067.03995194,6094722.36680752,12688947.9862687,15.9895878520679,0.187071847276283,"index",0.1,6
2023,6598293.22006217,4568540.41144804,9529843.12206594,15.7023215705322,0.187563264620808,"index",0.1,6
2024,7606904.8751021,5351576.14742197,10812702.6851197,15.844566928985,0.179424341100175,"index",0.1,6
2003,5658973.99694643,3825122.30670296,8372016.40376273,15.5487531611232,0.199826202865111,"index",0.1,7
2004,7197987.00718933,4618231.33860193,11218800.6959718,15.789311962561,0.226427425933911,"index",0.1,7
2005,6164564.31806803,4232948.76984641,8977631.26790132,15.6343280218592,0.191798730975964,"index",0.1,7
2006,6085253.3401807,4194223.016979,8828883.93494448,15.6213789170919,0.189881169119341,"index",0.1,7
2007,7324846.61231107,5044001.94373664,10637065.2692767,15.8067827723493,0.1903465644619,"index",0.1,7
2008,5785331.66726214,3930188.07814019,8516147.78600227,15.5708362492503,0.197268119499458,"index",0.1,7
2009,4848425.54092706,3345030.7786466,7027507.90096613,15.394164579473,0.189380075098098,"index",0.1,7
2010,4985004.05177799,3473830.18396871,7153563.66897952,15.4219447741717,0.184277075712436,"index",0.1,7
2011,3516656.31305957,2403847.9660641,5144614.71722374,15.0730211850602,0.194105533312632,"index",0.1,7
2012,6645542.35068755,4547315.89512061,9711934.28241263,15.7094568646601,0.193579659602544,"index",0.1,7
2013,6859685.27358358,4663223.17164537,10090720.5854393,15.7411721201633,0.196919274263518,"index",0.1,7
2014,6479363.84954457,4486718.08060241,9356985.47147146,15.6841328921428,0.18750387370483,"index",0.1,7
2015,6188496.08457,4341747.90634244,8820752.52061345,15.6382026562675,0.180827347170137,"index",0.1,7
2016,6440319.2409672,4395403.21536698,9436611.36265274,15.6780886684307,0.194911152674231,"index",0.1,7
2017,8053292.40444222,5575959.58712304,11631274.8573756,15.90159156012,0.187562924252691,"index",0.1,7
2018,7237174.27405547,5000434.04243616,10474429.0252718,15.7947413945388,0.188629037235885,"index",0.1,7
2019,6455329.62976553,3857042.07518577,10803947.6408672,15.6804166467632,0.262762736922252,"index",0.1,7
2021,7242219.73164813,5014572.52836786,10459465.1577499,15.795438310141,0.187544044638514,"index",0.1,7
2022,8635790.36827534,5906652.18833346,12625912.7686742,15.9714257961531,0.19379745539416,"index",0.1,7
2023,11139469.6182544,7531048.204918,16476827.6605878,16.2260051807604,0.199728357214555,"index",0.1,7
2024,8220894.35107745,5702189.73835466,11852131.7305513,15.9221895629481,0.186650745716582,"index",0.1,7
2003,7955013.62254044,5112621.95410876,12377649.3358652,15.8893129322026,0.22556026668689,"index",0.1,8
2004,7968721.6061814,5102960.07183755,12443860.6500709,15.8910346371708,0.227403822274164,"index",0.1,8
2005,5423756.22203401,3661164.66218835,8034910.81946298,15.5062991632771,0.200517610479633,"index",0.1,8
2006,8310473.27942789,5474792.99189398,12614900.0026743,15.9330271182096,0.212943757257486,"index",0.1,8
2007,7524303.77038923,5106567.7783987,11086731.770913,15.8336488421114,0.197764232552742,"index",0.1,8
2008,4322416.62457079,2962259.36688191,6307106.55699001,15.2793252076481,0.192790467514275,"index",0.1,8
2009,5051307.51047278,3432158.56096316,7434303.25614043,15.4351576807043,0.197175940212673,"index",0.1,8
2010,4929848.98617149,3395940.95318583,7156605.88964492,15.4108189139415,0.190170573431373,"index",0.1,8
2011,5986767.65696046,4111635.8633197,8717062.54393106,15.6050622012307,0.191702845888294,"index",0.1,8
2012,4546964.30842536,3072887.49846045,6728161.84531731,15.3299703832987,0.199923139213152,"index",0.1,8
2013,3912627.77827571,2658994.50728304,5757310.1747311,15.1797197722815,0.197075645681751,"index",0.1,8
2014,5560830.22005336,3758584.60746592,8227254.66252231,15.5312579752331,0.199853144246768,"index",0.1,8
2015,6580668.03137673,4490437.6594922,9643868.8214816,15.6996468226736,0.194996487917966,"index",0.1,8
2016,6513215.93458597,4525135.42896705,9374743.02735472,15.6893438913757,0.18581251009026,"index",0.1,8
2017,5500443.03223458,3815614.10634575,7929227.82745273,15.520339198274,0.186598845638712,"index",0.1,8
2018,7215200.81044382,4964239.62083024,10486827.1298964,15.7917005821581,0.190784059933554,"index",0.1,8
2019,5258391.01039822,3107064.56018159,8899292.3972654,15.4753356463603,0.26844711607269,"index",0.1,8
2021,7219258.35283918,4884849.70917869,10669251.7207046,15.7922627843794,0.199296369857771,"index",0.1,8
2022,7457783.62887869,5062831.09390354,10985659.1348948,15.8247688273503,0.197622222082783,"index",0.1,8
2023,7361581.07483868,5071177.39396829,10686448.4736584,15.8117852875855,0.190157428560638,"index",0.1,8
2024,7497046.50331542,5160157.65136031,10892245.948737,15.8300197013892,0.190586161151636,"index",0.1,8
2003,6957968.61291498,4564625.55984664,10606199.0372627,15.755398123749,0.215081033405221,"index",0.1,9
2004,7402098.40398184,4626231.71962809,11843561.6940163,15.8172740860822,0.239810975385197,"index",0.1,9
2005,6756110.60409806,4585318.71655599,9954603.66364456,15.7259579280159,0.197752487768194,"index",0.1,9
2006,6943630.11597764,4676460.00302273,10309935.1125311,15.7533352671953,0.201678856474938,"index",0.1,9
2007,6831473.36471673,4645729.73191328,10045575.4049244,15.7370509278607,0.196734181082702,"index",0.1,9
2008,5855905.34841475,3949845.67025403,8681763.87443184,15.5829611713121,0.200908847879809,"index",0.1,9
2009,4822458.23710273,3183827.65119655,7304447.97784824,15.3887943637147,0.211840458374612,"index",0.1,9
2010,5096867.51815001,3553323.38914223,7310918.72384961,15.4441366968616,0.18405583481633,"index",0.1,9
2011,5039973.35260956,3486169.98967545,7286314.62901762,15.4329113528529,0.188063193178214,"index",0.1,9
2012,5238605.86228214,3463888.85564975,7922595.82335504,15.4715659640814,0.211056685095296,"index",0.1,9
2013,5118685.29784451,3351653.31002826,7817317.82937556,15.4484081862779,0.216046765235861,"index",0.1,9
2014,5457477.92092275,3749824.00429481,7942790.17448458,15.5124973217586,0.19147181277899,"index",0.1,9
2015,5784407.31512128,3893114.19630151,8594499.49323739,15.5706764613512,0.202022335389226,"index",0.1,9
2016,4953300.21732641,3361394.73574867,7299107.95124192,15.4155646229631,0.197808776225876,"index",0.1,9
2017,5744087.24507439,3862312.7098055,8542689.51223473,15.5636815785006,0.20250620521068,"index",0.1,9
2018,6427115.88494543,4384850.83357733,9420575.56033608,15.6760364551455,0.195090467161631,"index",0.1,9
2019,6329261.46101011,3944482.29879169,10155844.9518456,15.6606941144873,0.241262515167173,"index",0.1,9
2021,6188082.03506849,4170608.74474425,9181479.6391517,15.6381357477088,0.201311445387452,"index",0.1,9
2022,8615982.37607894,5838314.6755968,12715168.0630017,15.9691294523287,0.198563200746479,"index",0.1,9
2023,5881347.46575231,3951954.54850093,8752693.78440397,15.5872964544637,0.202848430226964,"index",0.1,9
2024,7484825.41794015,4984051.22849976,11240376.346193,15.8283882513074,0.207470461971135,"index",0.1,9
2003,8828572.15124973,6391318.95008911,12195242.7720315,15.9935038552294,0.164825805095652,"index",0.2,1
2004,6532110.70247294,4683661.70364984,9110066.63784263,15.6922406806437,0.169722457142698,"index",0.2,1
2005,8891055.32934081,6546818.70628545,12074698.9363711,16.0005563101568,0.156159254273966,"index",0.2,1
2006,6452901.70234481,4819782.10002518,8639382.34467219,15.6800404639405,0.148880892047465,"index",0.2,1
2007,9216373.33676033,6924996.98889391,12265931.323692,16.0364921707284,0.145841453089094,"index",0.2,1
2008,7648366.96210408,5701066.13258889,10260803.1246326,15.850002714009,0.149920590483719,"index",0.2,1
2009,8178397.00744375,6140324.73626361,10892938.1562424,15.9170067245151,0.146236634657009,"index",0.2,1
2010,5821428.83935344,4379120.44935672,7738776.34186431,15.5770562946197,0.145256670697561,"index",0.2,1
2011,5381331.15952225,3992507.30439995,7253267.89422052,15.4984463289533,0.152307053960182,"index",0.2,1
2012,6538207.16089447,4933827.16267855,8664298.82305889,15.6931735514319,0.143649581345996,"index",0.2,1
2013,6331960.3148993,4675857.63311309,8574624.07442162,15.6611204325754,0.154695331217236,"index",0.2,1
2014,7387870.1089249,5587646.23342337,9768088.82779003,15.8153500387884,0.142493102883496,"index",0.2,1
2015,6841860.64503381,5113311.41992818,9154744.00867214,15.7385702767346,0.148580534819853,"index",0.2,1
2016,7526593.49492369,5692837.51104886,9951032.244971,15.833953106304,0.142468812113689,"index",0.2,1
2017,7730998.04616476,5749869.28791711,10394728.6098141,15.8607485255752,0.151054227491688,"index",0.2,1
2018,9023611.5371138,6761369.11570599,12042762.9048664,16.0153552040445,0.147257422534075,"index",0.2,1
2019,5314758.27346031,3565436.32859701,7922355.8919729,15.48599808866,0.203677769160219,"index",0.2,1
2021,8561682.10488484,6482370.10063419,11307962.8788758,15.9628072363928,0.141946730072944,"index",0.2,1
2022,10156768.9539971,7606326.62467851,13562388.3479025,16.1336509331978,0.14753333525584,"index",0.2,1
2023,8829765.03651713,6589734.19493976,11831243.6122187,15.9936389625451,0.149296310439907,"index",0.2,1
2024,6187641.91859154,4659341.68800011,8217236.48456973,15.6380646219341,0.144737299623228,"index",0.2,1
2003,8772951.71452676,6465553.43326988,11903804.1491359,15.9871838772229,0.155709343936155,"index",0.2,10
2004,7712786.05561279,5605897.23908414,10611516.0878999,15.8583900363767,0.162788887386845,"index",0.2,10
2005,8148758.7443814,6203238.50134871,10704452.047055,15.9133761723151,0.13918323086335,"index",0.2,10
2006,5730748.16844839,4369824.60709515,7515513.21232683,15.5613566505772,0.138330715322131,"index",0.2,10
2007,5880270.60502532,4502146.52687223,7680243.67530899,15.5871133400787,0.136251734829898,"index",0.2,10
2008,8355796.48269215,6366689.70022535,10966347.9999189,15.9384660455329,0.138714703687809,"index",0.2,10
2009,6114579.54619969,4699125.48158086,7956391.71019236,15.6261865669635,0.134338991645544,"index",0.2,10
2010,5157977.14782124,4000195.26631078,6650857.39226493,15.4560550349796,0.129696924287546,"index",0.2,10
2011,4513911.48954418,3473749.47412469,5865534.37063079,15.3226746281798,0.133639965628212,"index",0.2,10
2012,5774676.36776477,4459934.89756631,7476989.66875447,15.5689927725879,0.131812649464101,"index",0.2,10
2013,6090253.25929384,4567440.7345946,8120780.74301087,15.6222002249123,0.146807102319264,"index",0.2,10
2014,7688641.68503794,5919902.57647511,9985841.86094867,15.855254691945,0.133382115160673,"index",0.2,10
2015,6982627.45722797,5405320.98014128,9020201.83178088,15.7589358304448,0.130635786877816,"index",0.2,10
2016,7300647.0788824,5594961.29297912,9526330.02792662,15.803473543133,0.135766046556299,"index",0.2,10
2017,9423105.54073824,7212468.78715803,12311307.0783742,16.0586752674592,0.136407305125336,"index",0.2,10
2018,8874593.38497707,6827912.08917796,11534771.789682,15.9987030764989,0.133764493021565,"index",0.2,10
2019,6568110.16659664,4739264.07934162,9102694.09729603,15.6977367032071,0.166505242793513,"index",0.2,10
2021,7443786.67691956,5748089.04644446,9639718.4601306,15.8228902392836,0.131896414186733,"index",0.2,10
2022,9552783.25054023,7274482.49838857,12544626.7623871,16.0723431098437,0.13901269500016,"index",0.2,10
2023,8979339.46512385,6879366.36420559,11720343.5551061,16.0104368813507,0.135920749569757,"index",0.2,10
2024,7827174.44484895,6005129.01560866,10202055.5479918,15.8731121401135,0.135200260943961,"index",0.2,10
2003,8133064.05308448,6037333.30412547,10956282.7757704,15.9114482928199,0.152031021330617,"index",0.2,2
2004,7790063.93272826,5697967.36462287,10650306.0113631,15.8683596248387,0.159563931172399,"index",0.2,2
2005,6957658.98622239,5301885.42884341,9130528.98223822,15.7553536231771,0.138666102422434,"index",0.2,2
2006,6496691.24004813,4903246.44654378,8607969.74589539,15.6868035652684,0.143571761358378,"index",0.2,2
2007,7534162.71941967,5702326.46009843,9954464.77501628,15.8349582650125,0.142131930372985,"index",0.2,2
2008,6305305.49316023,4787593.44068707,8304146.51006183,15.6569019787308,0.140494188151045,"index",0.2,2
2009,5352943.9472844,4077011.16424955,7028189.95298067,15.4931572380493,0.138922204719196,"index",0.2,2
2010,5152753.06195774,3945879.96271906,6728756.1629774,15.455041704943,0.136155134449413,"index",0.2,2
2011,4410236.98757044,3365516.95365027,5779257.85381607,15.2994389846573,0.137934600271302,"index",0.2,2
2012,4655387.81007201,3567337.43913662,6075297.34204577,15.3535357756576,0.135821738372781,"index",0.2,2
2013,6193431.36835603,4664681.04388486,8223197.20333773,15.6389998316776,0.144630113688331,"index",0.2,2
2014,5504460.5767472,4161404.19657396,7280976.51891374,15.5210693354626,0.142709873821338,"index",0.2,2
2015,5636744.37739551,4300636.7713318,7387949.47480781,15.5448172187578,0.138034966374621,"index",0.2,2
2016,6638975.89357126,5069165.88812153,8694921.78559448,15.7084682766616,0.137646117921132,"index",0.2,2
2017,5827302.36141789,4456650.35193437,7619501.22397363,15.5780647345023,0.136817174683771,"index",0.2,2
2018,6743039.94094457,5127390.44904161,8867783.34848139,15.7240214110189,0.139754612765155,"index",0.2,2
